Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"N Khanal, J Padawer-Curry, K Schulte…","Light-based motor mapping of multiple limbs using deep learning reveals behaviorally relevant cortical motor representations",2023,"Optogenetics and …","spiedigitallibrary.org","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/PC12366/PC1236604/Light-based-motor-mapping-of-multiple-limbs-using-deep-learning/10.1117/12.2649138.short","",148,"2024-02-14 17:48:04","","10.1117/12.2649138.short","","",,,,,0,0.00,0,4,1,"… DeepLabCut (DLC), a toolbox for markerless pose estimation, offers the ability to track features in three-dimensions. We demonstrate a hybrid method utilizing DLC and light-based, …","","https://scholar.google.com/scholar?q=related:Ey39bEAhEJ0J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"C Dominguez","Examining Animal Behavior During a Two-Response Taste Detection Task Using a Machine Learning Methodology",,"cre.fsu.edu","","https://cre.fsu.edu/system/files/webform/research_symposium_webform/6991/UROP%20Poster%20Board_V4.pdf","",149,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,,"… DeepLabCut (DLC) utilizes machine learning with deep neural networks to develop a model that is capable of recognizing specific userdefined locations in novel videos. The resulting …","","https://scholar.google.com/scholar?q=related:usqStbhwAQYJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"PC Chan, N Paredes-Acuña…","Feasibility Study of an Active Ball Joint Mechanism for a Wheelchair-Mounted 2-DOF Shoulder Exoskeleton",2023,"2023 21st …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10406507/","",150,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,3,1,"… connected lines were marked by DeepLabCut as ”skeleton.” … ROM was measured by a goniometer and DeepLabCut (DLC)… videos can be estimated by DLC. Afterward, the shoulder …","","https://scholar.google.com/scholar?q=related:HhWZTlYgeDIJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
1,"M Mykins, B Bridges, A Jo, K Krishnan","Multidimensional analysis of a social behavior identifies regression and phenotypic heterogeneity in a female mouse model for Rett syndrome",2024,"Journal of Neuroscience","Soc Neuroscience","https://www.jneurosci.org/content/early/2024/01/09/JNEUROSCI.1078-23.2023.abstract","https://scholar.google.com/scholar?cites=17472090676091361240&as_sdt=2005&sciodt=2007&hl=en",151,"2024-02-14 17:48:04","","10.1101/2023.06.05.543804.full","","",,,,,1,1.00,0,4,1,"… Towards this 48 first step, we utilized DeepLabCut, a marker-less pose estimation software to quantify 49 trajectory kinematics, and multidimensional analysis to characterize behavioral …","https://www.biorxiv.org/content/10.1101/2023.06.05.543804.full.pdf","https://scholar.google.com/scholar?q=related:2BfXF-ZVefIJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"C Theriault","The Role of Retinal Feature Detectors in Visually Guided Prey Capture",2022,"","search.proquest.com","https://search.proquest.com/openview/bba2489fadb0cba73c2bc3bd18d7be4a/1?pq-origsite=gscholar&cbl=18750&diss=y","",152,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,2,"… DLC used these points to train a network, which allowed for analysis of all prey capture videos. DLC … DLC generated body part coordinates were used to track both mouse and cricket …","https://escholarship.mcgill.ca/downloads/6q182r517","https://scholar.google.com/scholar?q=related:eXcvnvRcW-AJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
4,"VFL Fernandes, Y Glaser, M Iwashita, M Yoshizawa","Evolution of left–right asymmetry in the sensory system and foraging behavior during adaptation to food-sparse cave environments",2022,"BMC biology","Springer","https://link.springer.com/article/10.1186/s12915-022-01501-1","https://scholar.google.com/scholar?cites=6375763561865252781&as_sdt=2005&sciodt=2007&hl=en",153,"2024-02-14 17:48:04","HTML","10.1186/s12915-022-01501-1","","",,,,,4,2.00,1,4,2,"… VAB videos were analyzed using a home-developed Python script and a DeepLabCut deep … With the aid of a DLC neural network (trained with 807 images), we developed a new video …","https://link.springer.com/article/10.1186/s12915-022-01501-1","https://scholar.google.com/scholar?q=related:rY_b5C1De1gJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
28,"A Bova, K Kernodle, K Mulligan, D Leventhal","Automated rat single-pellet reaching with 3-dimensional reconstruction of paw and digit trajectories",2019,"JoVE (Journal of Visualized …","jove.com","https://www.jove.com/t/59979/automated-rat-single-pellet-reaching-with-3-dimensional","https://scholar.google.com/scholar?cites=3377509006954538429&as_sdt=2005&sciodt=2007&hl=en",154,"2024-02-14 17:48:04","","","","",,,,,28,5.60,7,4,5,"… The paw and individual digits are tracked with DeepLabCut, a … Finally, our analysis code (other than DLC) is written primarily … By tracking the pellet with DLC, we are exploring algorithms …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7416789/","https://scholar.google.com/scholar?q=related:vSU1CYxS3y4J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
1,"M Friedrich, J Taeger, M Bürklein, J Hartig…","P 56 Deep learning derived quantitative Video-NystagmoGraphy using smartphone cameras: DeepVNG",2022,"Clinical …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1388245722001055","https://scholar.google.com/scholar?cites=4527137669603727724&as_sdt=2005&sciodt=2007&hl=en",155,"2024-02-14 17:48:04","","","","",,,,,1,0.50,0,5,2,"… Using the open- source software DeepLabCut, a recurrent neural network (RCNN) … Patients &Methods: Using the open-source software DeepLabCut (DLC), we tuned a recurrent …","","https://scholar.google.com/scholar?q=related:bBkFhrmf0z4J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"HT Chen","Development of novel quantitative methods for monitoring neurodegeneratie phenotypes in Niemann-Pick disease type C mice",2023,"","ora.ox.ac.uk","https://ora.ox.ac.uk/objects/uuid:0043427a-222b-4def-b82b-d5f65d7e6b8b","",156,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,1,1,"… The walking path was tracked using DeepLabCut (DLC), a deep learning algorithm, using videos recorded by the Catwalk system. The paths were analysed in four aspects, namely …","","https://scholar.google.com/scholar?q=related:wbcbLxxle4cJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"JS Kanwal Jr, B Sanghera, R Dabbi, E Glasgow","Pose analysis in free-swimming adult zebrafish, Danio rerio:""fishy"" origins of movement design",2024,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2023.12.31.573780.abstract","",157,"2024-02-14 17:48:04","","10.1101/2023.12.31.573780.abstract","","",,,,,0,0.00,0,4,1,"… We perform markerless tracking using DeepLabCut, a deep learning pose estimation toolkit, to … We utilized DLC to track the midpoint between the eyes (ocular center), skull base, upper (…","https://www.biorxiv.org/content/biorxiv/early/2024/01/01/2023.12.31.573780.full.pdf","https://scholar.google.com/scholar?q=related:D4qLXirSUMYJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"DM Kaplan, V Kosourikhina","Validating DeepLabCut against a research-grade electromagnetic tracking system",2021,"","osf.io","https://osf.io/ceqa5/resources","",158,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,2,3,"… In this study, we seek to validate one prominent deep learning-based pose estimation tool–DeepLabCut (Mathis et al. 2018, Nath et al. 2019)–against a field-standard electromagnetic …","","https://scholar.google.com/scholar?q=related:8b0wBfMyvOoJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
1,"U Waldmann, AHH Chan, H Naik, M Nagy…","3d-muppet: 3d multi-pigeon pose estimation and tracking",2023,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2308.15316","https://scholar.google.com/scholar?cites=13654103239896524557&as_sdt=2005&sciodt=2007&hl=en",159,"2024-02-14 17:48:04","","","","",,,,,1,1.00,0,5,1,"… Like in 2D, we find that 3D-DLC* performs better across all … We train the KeypointRCNN on the DeepLabCut data with the … to those of DeepLabCut after 200K, 400K and 600K iterations. …","https://arxiv.org/pdf/2308.15316","https://scholar.google.com/scholar?q=related:DeeK3I0efb0J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
109,"K Luxem, P Mocellin, F Fuhrmann, J Kürsch…","Identifying behavioral structure from deep variational embeddings of animal motion",2022,"Communications …","nature.com","https://www.nature.com/articles/s42003-022-04080-7","https://scholar.google.com/scholar?cites=4599004357290045678&as_sdt=2005&sciodt=2007&hl=en",160,"2024-02-14 17:48:04","HTML","","","",,,,,109,54.50,22,5,2,"… from the video recordings we used DLC 13 . For tracking, we … data pose tracking input from DeepLabCut, VAME works also … ) and the corresponding DLC file containing the coordinates …","https://www.nature.com/articles/s42003-022-04080-7","https://scholar.google.com/scholar?q=related:7jC_rBjy0j8J:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"E Passmore, AL Kwong, S Greenstein, JE Olsen…","Automated identification of abnormal infant movements from smart phone videos",2023,"medRxiv","medrxiv.org","https://www.medrxiv.org/content/10.1101/2023.04.03.23288092.abstract","",161,"2024-02-14 17:48:04","","10.1101/2023.04.03.23288092.abstract","","",,,,,0,0.00,0,5,1,"… Deep Lab Cut, version 2.1 (DLC)31 to label and track key body points. To train the DLC … Manual labelling was performed via the DLC graphical user interface. To ensure diversity of …","https://www.medrxiv.org/content/10.1101/2023.04.03.23288092.full.pdf","https://scholar.google.com/scholar?q=related:on5J56rsoKAJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
13,"B Brattoli, U Büchler, M Dorkenwald, P Reiser…","Unsupervised behaviour analysis and magnification (uBAM) using deep learning",2021,"Nature Machine …","nature.com","https://www.nature.com/articles/s42256-021-00326-x","https://scholar.google.com/scholar?cites=9820754034717197416&as_sdt=2005&sciodt=2007&hl=en",162,"2024-02-14 17:48:04","","","","",,,,,13,4.33,3,5,3,"… DeepLabCut (DLC) extracts … of DLC. The features are based on 14 keypoints (Supplementary Information). In Extended Data Fig. 9, as a complementary experiment, we compare DLC …","https://arxiv.org/pdf/2012.09237","https://scholar.google.com/scholar?q=related:aITNEcNTSogJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
1,"C Herbers, J Schroeder, C Lu, H Geng, R Zhang…","Dopamine replacement therapy normalizes reactive step length to postural perturbations in Parkinson's disease",2023,"Gait &Posture","Elsevier","https://www.sciencedirect.com/science/article/pii/S0966636223000322","https://scholar.google.com/scholar?cites=1177153347938583036&as_sdt=2005&sciodt=2007&hl=en",163,"2024-02-14 17:48:04","","","","",,,,,1,1.00,0,6,1,"… with DeepLabCut (DLC), an open-source markerless pose estimation software [13]. DLC uses … To train the DLC model, we hand-labeled the toe locations of each subject in at least 100 …","","https://scholar.google.com/scholar?q=related:_IEKrrsWVhAJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
4,"F Birey, SP Pașca","Imaging neuronal migration and network activity in human forebrain assembloids",2022,"STAR protocols","Elsevier","https://www.sciencedirect.com/science/article/pii/S2666166722003586","https://scholar.google.com/scholar?cites=8847310425939664972&as_sdt=2005&sciodt=2007&hl=en",164,"2024-02-14 17:48:04","HTML","","","",,,,,4,2.00,2,2,2,"… (ideal for Deeplabcut analysis) FOVs from forebrain assembloids labeled with Dlxi1/2b-eGFP. Right: Representative snapshots showing successful Deeplabcut tracking of trailing branch…","https://www.sciencedirect.com/science/article/pii/S2666166722003586","https://scholar.google.com/scholar?q=related:TGC-E_X1x3oJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
3,"K Hamer, D López Pérez, M Drogosz, H Goworek","The dynamics of dyadic interactions between people of different ethnicities depend on their identification with all humanity",2022,"Scientific Reports","nature.com","https://www.nature.com/articles/s41598-022-25905-9","https://scholar.google.com/scholar?cites=7007057461404180428&as_sdt=2005&sciodt=2007&hl=en",165,"2024-02-14 17:48:04","HTML","","","",,,,,3,1.50,1,4,2,"… First, we used an open-source toolbox called DeepLabCut (DLC) that … DLC allows the user to train an extremely deep neural … Some of the major advantages are that DLC does not need …","https://www.nature.com/articles/s41598-022-25905-9","https://scholar.google.com/scholar?q=related:zB-_26IRPmEJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
11,"C Wiltshire, J Lewis‐Cheetham…","DeepWild: Application of the pose estimation tool DeepLabCut for behaviour tracking in wild chimpanzees and bonobos",2023,"Journal of Animal …","Wiley Online Library","https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1365-2656.13932","https://scholar.google.com/scholar?cites=12412673782931062399&as_sdt=2005&sciodt=2007&hl=en",166,"2024-02-14 17:48:04","","10.1111/1365-2656.13932","","",,,,,11,11.00,4,3,1,"… the DeepLabCut developers do provide instructions for installing Python and DeepLabCut from scratch (DeepLabCut … DeepLabCut can be used with or without specialised hardware. A …","https://besjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/1365-2656.13932","https://scholar.google.com/scholar?q=related:f_5oWAqtQqwJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
1,"AG Iglesias, AS Chiu, J Wong, P Campus…","Inhibition of dopamine neurons prevents incentive value encoding of a reward cue: With revelations from deep phenotyping",2023,"Journal of …","Soc Neuroscience","https://www.jneurosci.org/content/43/44/7376.abstract","https://scholar.google.com/scholar?cites=15601213889175528153&as_sdt=2005&sciodt=2007&hl=en",167,"2024-02-14 17:48:04","","","","",,,,,1,1.00,0,5,1,"… Video analysis using DeepLabCut TM revealed that, relative to rats … A detailed behavioral analysis with DeepLabCut TM revealed that … observation and using DLC, as described below. …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10187226/","https://scholar.google.com/scholar?q=related:2aIymV-lgtgJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
0,"D Yi, S Saxena","Neural Correlations Across Mice During Spontaneous and Task-Related Behaviors",2023,"… 11th International IEEE/EMBS Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10123873/","",168,"2024-02-14 17:48:04","","","","",,,,,0,0.00,0,2,1,"… The positions were obtained using DeepLabCut (DLC) [14]. The unsupervised latents capture the time-varying movement that has not been encoded by the supervised latent. …","","https://scholar.google.com/scholar?q=related:UBC0dF2RrAgJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
9,"S Neira, LA Hassanein, CM Stanhope…","Chronic alcohol consumption alters home‐cage behaviors and responses to ethologically relevant predator tasks in mice",2022,"Alcoholism: Clinical …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/acer.14901","https://scholar.google.com/scholar?cites=9304590311294587091&as_sdt=2005&sciodt=2007&hl=en",169,"2024-02-14 17:48:04","","10.1111/acer.14901","","",,,,,9,4.50,2,4,2,"… /simba) and DeepLabCut (DLC; https://github.com/DeepLabCut/DLCutils) respectively. We … for distance moved between DeepLabCut and Ethovision, DeepLabCut uses multiple body …","https://www.biorxiv.org/content/biorxiv/early/2022/02/06/2022.02.04.479122.full.pdf","https://scholar.google.com/scholar?q=related:01BBHZeLIIEJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
6,"A Monsees, KM Voit, DJ Wallace, J Sawinski…","Estimation of skeletal kinematics in freely moving rodents",2022,"Nature …","nature.com","https://www.nature.com/articles/s41592-022-01634-9","https://scholar.google.com/scholar?cites=10683905538800089296&as_sdt=2005&sciodt=2007&hl=en",170,"2024-02-14 17:48:04","HTML","","","",,,,,6,3.00,1,5,2,"… These data were used both for training the DeepLabCut 34 (DLC) network and for learning the model skeleton in the pose-estimation step. In the second step, we used DLC to …","https://www.nature.com/articles/s41592-022-01634-9","https://scholar.google.com/scholar?q=related:0PgBVnvbRJQJ:scholar.google.com/&scioq=deeplabcut+dlc&hl=en&as_sdt=2007"
